clave,fecha,tipo_acuerdo,tema,descripcion_cmf,url
2025_0548,2025-09-02,Modificación NCG,MODIFICA NORMA DE CARÁCTER GENERAL N°258 QUE ESTABLECE ELEMENTOS MÍNIMOS DE GESTIÓN DE RIESGO DE CRÉDITO Y LIQUIDEZ DE LOS SISTEMAS DE COMPENSACIÓN Y LIQUIDACIÓN DE INSTRUMENTOS FINANCIEROS,EJECUTA ACUERDO DEL CONSEJO DE LA COMISIÓN PARA EL MERCADO FINANCIERO QUE APRUEBA NORMATIVA QUE MODIFICA LA NORMA DE CARÁCTER GENERAL N°258 QUE ESTABLECE LOS ELEMENTOS MÍNIMOS DE GESTIÓN DE RIESGO DE CRÉDITO Y LIQUIDEZ DE LOS SISTEMAS DE COMPENSACIÓN Y LIQUIDACIÓN DE INSTRUMENTOS FINANCIEROS.,https://www.cmfchile.cl/normativa/ncg_548_2025.pdf
2025_1381,2025-08-28,Otro,,"INTRODUCE AJUSTES TÉCNICOS AL ARCHIVO E24 DE LA NCG N°487 RESPECTO LOS CAMPOS 26, 28 Y 34 DEL REGISTRO 1 Y AGREGA CARÁTULAS DE CUADRATURA PARA REGISTROS 1 Y 2",https://www.cmfchile.cl/normativa/ofc_1381_2025.pdf
2025_0547,2025-08-22,Otro,,"EJECUTA ACUERDO DEL CONSEJO DE LA COMISIÓN PARA EL MERCADO FINANCIERO QUE APRUEBA LA EMISIÓN DE NORMA DE CARÁCTER GENERAL QUE ESTABLECE NORMAS SOBRE SEGUROS PARAMÉTRICOS Y MODIFICACIÓN DE NORMA DE CARÁCTER GENERAL N° 306, QUE IMPARTE INSTRUCCIONES SOBRE CONSTITUCIÓN DE RESERVAS TÉCNICAS EN SEGUROS DISTINTOS DE LOS SEGUROS PREVISIONALES DEL DL N° 3.500, DE 1980.",https://www.cmfchile.cl/normativa/ncg_547_2025.pdf
2025_0546,2025-08-22,Otro,,"EJECUTA ACUERDO DEL CONSEJO DE LA COMISIÓN PARA EL MERCADO FINANCIERO QUE APRUEBA LA EMISIÓN DE NORMA DE CARÁCTER GENERAL QUE ESTABLECE NORMAS SOBRE SEGUROS PARAMÉTRICOS Y MODIFICACIÓN DE NORMA DE CARÁCTER GENERAL N° 306, QUE IMPARTE INSTRUCCIONES SOBRE CONSTITUCIÓN DE RESERVAS TÉCNICAS EN SEGUROS DISTINTOS DE LOS SEGUROS PREVISIONALES DEL DL N° 3.500, DE 1980.",https://www.cmfchile.cl/normativa/ncg_546_2025.pdf
2025_0545,2025-08-19,Modificación NCG,,"EJECUTA ACUERDO DEL CONSEJO DE LA COMISIÓN PARA EL MERCADO FINANCIERO QUE MODIFICA LA NORMA DE CARÁCTER GENERAL N°526 QUE DICTA INSTRUCCIONES RESPECTO A LA FORMA DE DETERMINAR EL PATRIMONIO MÍNIMO Y GARANTÍAS QUE DEBEN MANTENER LAS ADMINISTRADORAS GENERALES DE FONDOS Y ADMINISTRADORAS DE CARTERA, DEROGA NCG N°157, Y LA EXCLUYE DE LOS TRÁMITES PREVISTOS EN EL INCISO PRIMERO DEL NUMERAL 3 DEL ARTÍCULO 20 DEL DECRETO LEY N°3.538 DE 1980.",https://www.cmfchile.cl/normativa/ncg_545_2025.pdf
2025_2366,2025-07-28,Otro,,"EJECUTA ACUERDO DEL CONSEJO DE LA COMISIÓN PARA EL MERCADO FINANCIERO QUE APRUEBA LA CIRCULAR QUE MODIFICA LA VIGENCIA DE LA CIRCULAR N°2.364 DE 19 DE JUNIO DE 2025, E INCLUYE UNA DISPOSICIÓN TRANSITORIA EN LA MISMA, EXCLUYENDO LA EMISIÓN DEL INFORME NORMATIVO Y EL TRÁMITE DE CONSULTA PÚBLICA POR RESULTAR INNECESARIO.",https://www.cmfchile.cl/normativa/cir_2366_2025.pdf
2025_0533,2025-03-11,Otro,,EJECUTA ACUERDO DEL CONSEJO DE LA COMISIÓN PARA EL MERCADO FINANCIERO QUE APRUEBA EMISIÓN DE NORMA DE CARÁCTER GENERAL SOBRE DIRECTOR INDEPENDIENTE Y POLÍTICA DE ELECCIÓN DE DIRECTORES DE FILIALES,https://www.cmfchile.cl/normativa/ncg_533_2025.pdf
2025_2362,2025-03-06,Otro,,EJECUTA ACUERDO DEL CONSEJO DE LA COMISIÓN PARA EL MERCADO FINANCIERO QUE EXIME DE TRAMITES DEL NÚMERO 3 DEL ARTÍCULO 20 DEL DECRETO LEY N°3.538 Y APRUEBA EMISIÓN DE NORMATIVA QUE MODIFICA LA CIRCULAR N°1.696 DE 2003,https://www.cmfchile.cl/normativa/cir_2362_2025.pdf
2025_0531,2025-01-15,Modificación NCG,MODIFICA NORMA DE CARÁCTER GENERAL N° 529,"EJECUTA ACUERDO DEL CONSEJO DE LA COMISIÓN PARA EL MERCADO FINANCIERO QUE  MODIFICA LA NORMA DE CARÁCTER GENERAL N°529, QUE A SU VEZ MODIFICÓ LA NORMA DE CARÁCTER GENERAL N°510 QUE IMPARTE INSTRUCCIONES DE GESTIÓN DE RIESGO OPERACIONAL A EFECTOS DE EXTENDER SU VIGENCIA; Y LA EXCLUYE DE LOS TRÁMITES PREVISTOS EN EL INCISO PRIMERO DEL NUMERAL 3 DEL ARTÍCULO 20 DEL DECRETO LEY N°3.538 DE 1980.",https://www.cmfchile.cl/normativa/ncg_531_2025.pdf
2025_1377,2025-01-01,Otro,,INTRODUCE AJUSTES TÉCNICOS A LOS REQUERIMIENTOS DE INFORMACIÓN AL FONDO DE GARANTÍAS ESPECIALES Y FONDO DE GARANTÍAS PARA PEQUEÑOS Y MEDIANOS EMPRESARIOS (FOGAPE); AMBOS ADMINISTRADOS POR EL BANCO DEL ESTADO DE CHILE.,https://www.cmfchile.cl/normativa/ofc_1377_2025.pdf
2025_0544,2025-01-01,Otro,,"EJECUTA ACUERDO DEL CONSEJO DE LA COMISIÓN PARA EL MERCADO FINANCIERO QUE APRUEBA LA NORMA QUE MODIFICA NORMA DE CARÁCTER GENERAL N°538 Y POSTERGA LA VIGENCIA DE ÉSTA COMO INDICA, EXCLUYE LA PUBLICACIÓN DEL INFORME NORMATIVO Y EXIME DEL TRÁMITE DE CONSULTA PÚBLICA POR URGENCIA.",https://www.cmfchile.cl/normativa/ncg_544_2025.pdf
2025_0542,2025-01-01,Modificación NCG,,"EJECUTA ACUERDO DEL CONSEJO DE LA COMISIÓN PARA EL MERCADO FINANCIERO QUE APRUEBA LA EMISIÓN DE LA NORMA QUE MODIFICA LA NORMA DE CARÁCTER GENERAL N° 218 DE LA COMISIÓN PARA EL MERCADO FINANCIERO Y EL TÍTULO II DEL LIBRO III DEL COMPENDIO DE NORMAS DE LA SUPERINTENDENCIA DE PENSIONES, QUE IMPARTEN INSTRUCCIONES SOBRE EL SISTEMA DE CONSULTAS Y OFERTAS DE MONTOS DE PENSIÓN ESTABLECIDO POR EL ARTÍCULO 61 BIS DEL D.L. N° 3.500, DE 1980.",https://www.cmfchile.cl/normativa/ncg_542_2025.pdf
2024_0528,2024-12-27,Otro,,"EJECUTA ACUERDO DEL CONSEJO DE LA COMISIÓN PARA EL MERCADO FINANCIERO QUE DEJA SIN EFECTO ACUERDO QUE INDICA Y APRUEBA PROPUESTA NORMATIVA QUE IMPARTE INSTRUCCIONES SOBRE GOBIERNO CORPORATIVO Y GESTIÓN DE RIESGOS PARA INTERMEDIARIOS DE VALORES Y CORREDORES DE BOLSA DE PRODUCTOS, Y DEROGA LA CIRCULAR N°2.054 DE 2011.",https://www.cmfchile.cl/normativa/ncg_528_2024.pdf
2024_0527,2024-12-23,Otro,,MODIFICA NORMA DE CARÁCTER GENERAL N°507 QUE IMPARTE INSTRUCCIONES SOBRE GOBIERNO CORPORATIVO Y GESTIÓN INTEGRAL DE RIESGOS EN ADMINISTRADORAS GENERALES DE FONDOS Y NORMA DE CARÁCTER GENERAL N°468 QUE REGULA EL PROCESO DE AUTORIZACIÓN DE INICIO DE FUNCIONES DE ADMINISTRADORAS GENERALES DE FONDOS.,https://www.cmfchile.cl/normativa/ncg_527_2024.pdf
2024_0526,2024-12-23,Otro,,EJECUTA ACUERDO DEL CONSEJO DE LA COMISIÓN PARA EL MERCADO FINANCIERO QUE APRUEBA NORMA DE CARÁCTER GENERAL QUE IMPARTE INSTRUCCIONES SOBRE CÁLCULO DE PATRIMONIO MÍNIMO Y GARANTÍAS PARA ADMINISTRADORAS GENERALES DE FONDOS Y ADMINISTRADORAS DE CARTERA. DEROGA NCG N°157.,https://www.cmfchile.cl/normativa/ncg_526_2024.pdf
2024_0525,2024-12-03,Modificación NCG,"Modifica Norma de Carácter General N°152, que imparte normas sobre activos representativos de reservas técnicas y patrimonio de riesgo",EJECUTA ACUERDO DEL CONSEJO DE LA COMISIÓN PARA EL MERCADO FINANCIERO QUE APRUEBA LA EMISIÓN DE LA NORMA QUE MODIFICA LA NORMA DE CARÁCTER GENERAL N°152 QUE IMPARTE NORMAS SOBRE ACTIVOS REPRESENTATIVOS DE RESERVAS TECNICAS Y PATRIMONIO DE RIESGO.,https://www.cmfchile.cl/normativa/ncg_525_2024.pdf
2024_0523,2024-11-29,Otro,,EJECUTA ACUERDO DEL CONSEJO DE LA COMISIÓN PARA EL MERCADO FINANCIERO QUE APRUEBA NORMA DE CARÁCTER GENERAL QUE DICTA INSTRUCCIONES PARA EL ENVÍO SOLICITUDES Y RESOLUCIONES JUDICIALES LEY N°20.009,https://www.cmfchile.cl/normativa/ncg_523_2024.pdf
2024_0522,2024-11-28,Otro,,EJECUTA ACUERDO DEL CONSEJO DE LA COMISIÓN PARA EL MERCADO FINANCIERO QUE APRUEBA NORMA DE CARÁCTER GENERAL QUE IMPARTE INSTRUCCIONES SOBRE CÁLCULO DE PATRIMONIO DE BOLSAS DE VALORES,https://www.cmfchile.cl/normativa/ncg_522_2024.pdf
2024_0521,2024-11-18,Otro,,EJECUTA ACUERDO DEL CONSEJO DE LA COMISIÓN PARA EL MERCADO FINANCIERO QUE APRUEBA EMISIÓN DE NORMATIVA QUE MODIFICA NCG N°503 DE 2024,https://www.cmfchile.cl/normativa/ncg_521_2024.pdf
2024_2360,2024-11-06,Modificación NCG,,"EJECUTA ACUERDO DEL CONSEJO DE LA COMISIÓN PARA EL MERCADO FINANCIERO QUE APRUEBA LA EMISIÓN DE LA NORMATIVA QUE MODIFICA LA NORMA DE CARÁCTER GENERAL N°200 QUE ESTABLECE NORMAS SOBRE OPERACIONES DE COBERTURA DE RIESGOS FINANCIEROS, INVERSIÓN EN PRODUCTOS DERIVADOS FINANCIEROS Y OPERACIONES DE PRÉSTAMO DE ACCIONES, Y LA CIRCULAR QUE MODIFICA LA CIRCULAR N°1512 QUE IMPARTE INSTRUCCIONES SOBRE CONSTITUCIÓN DE RESERVAS TÉCNICAS Y VALORIZACIÓN DE  ACTIVOS Y PASIVOS EN RELACIÓN AL CALCE DE ACTIVOS Y PASIVOS.",https://www.cmfchile.cl/normativa/cir_2360_2024.pdf
2024_0519,2024-10-28,Otro,,"EJECUTA ACUERDO DEL CONSEJO DE LA COMISIÓN PARA EL MERCADO FINANCIERO QUE APRUEBA EMISIÓN DE NORMA DE CARÁCTER GENERAL QUE MODIFICA NORMAS DE CARÁCTER GENERAL N°30 Y N°461, REFERIDAS A LA MEMORIA ANUAL INTEGRADA",https://www.cmfchile.cl/normativa/ncg_519_2024.pdf
2024_2358,2024-10-11,Otro,,EJECUTA ACUERDO DEL CONSEJO DE LA COMISIÓN PARA EL MERCADO FINANCIERO QUE APRUEBA CIRCULAR QUE MODIFICA LA FORMA DE ENVÍO DE LA INFORMACIÓN SOBRE EL ESTADO DE COLOCACIONES Y BONOS.,https://www.cmfchile.cl/normativa/cir_2358_2024.pdf
2024_1341,2024-10-02,Otro,,INTRODUCE AJUSTES TÉCNICOS A LOS REQUERIMIENTOS DE INFORMACIÓN A FOGAPE Y FOGAES.,https://www.cmfchile.cl/normativa/ofc_1341_2024.pdf
2024_1336,2024-09-04,Otro,,"INTRODUCE AJUSTES TÉCNICOS AL ARCHIVO T01 ESTABLECIDO MEDIANTE LA NORMA DE CARÁCTER GENERAL N°500 SOBRE OPERACIONES DE CRÉDITO DE DINERO DE PERSONAS NATURALES CURSADAS EN EL PERIODO POR MONTOS IGUALES O SUPERIORES A 50 UF RESTITUIDAS EN CUOTAS PERIÓDICAS, ASOCIADAS AL ARTÍCULO 28 DE LA LEY N°14.908",https://www.cmfchile.cl/normativa/ofc_1336_2024.pdf
2024_2357,2024-08-27,Otro,,EJECUTA ACUERDO DEL CONSEJO DE LA COMISIÓN PARA EL MERCADO FINANCIERO QUE APRUEBA LA EMISIÓN DE LA NORMA QUE MODIFICA LA CIRCULAR N°2275 QUE ESTABLECE REQUERIMIENTO MENSUAL DE INFORMACIÓN FINANCIERA Y DE SOLVENCIA. DEROGA OFICIO CIRCULAR N°479.,https://www.cmfchile.cl/normativa/cir_2357_2024.pdf
2024_2356,2024-08-26,Otro,,EJECUTA ACUERDO DEL CONSEJO DE LA COMISIÓN PARA EL MERCADO FINANCIERO QUE APRUEBA EMISIÓN DE NORMATIVA QUE MODIFICA CIRCULAR N°1.713 DE 2004.,https://www.cmfchile.cl/normativa/cir_2356_2024.pdf
2024_0517,2024-08-26,Otro,,"EJECUTA ACUERDO DEL CONSEJO DE LA COMISIÓN PARA EL MERCADO FINANCIERO QUE APRUEBA LA EMISIÓN DE LA NORMA QUE MODIFICA NORMA DE CARÁCTER GENERAL N° 136, QUE ESTABLECE NORMAS RELATIVAS AL OTORGAMIENTO Y ADQUISICION DE MUTUOS HIPOTECARIOS ENDOSABLES POR LAS ENTIDADES ASEGURADORAS Y REASEGURADORAS Y AL REGISTRO Y OPERACIONES DE LOS AGENTES ADMINISTRADORES DE MUTUOS HIPOTECARIOS ENDOSABLES.",https://www.cmfchile.cl/normativa/ncg_517_2024.pdf
2024_2354,2024-07-30,Otro,,EJECUTA ACUERDO DEL CONSEJO DE LA COMISIÓN PARA EL MERCADO FINANCIERO QUE APRUEBA LA EMISIÓN DE LA NORMA QUE MODIFICA LA CIRCULAR N°1835 QUE IMPARTE INSTRUCCIONES RELATIVAS A LA FORMA Y CONTENIDO DE INFORMACIÓN SOBRE INVERSIONES POR PARTE DE LA COMISIÓN.,https://www.cmfchile.cl/normativa/cir_2354_2024.pdf
2024_2353,2024-07-25,Otro,,"EJECUTA ACUERDO DEL CONSEJO DE LA COMISIÓN PARA EL MERCADO FINANCIERO QUE APRUEBA LA EMISIÓN DE LA NORMATIVA QUE MODIFICA LA CIRCULAR N°2022 QUE IMPARTE NORMAS SOBRE FORMA, CONTENIDO Y PRESENTACIÓN DE LOS ESTADOS FINANCIEROS DE LAS ENTIDADES ASEGURADORAS Y REASEGURADORAS.",https://www.cmfchile.cl/normativa/cir_2353_2024.pdf
2024_0516,2024-07-25,Otro,,EJECUTA ACUERDO DEL CONSEJO DE LA COMISIÓN PARA EL MERCADO FINANCIERO QUE APRUEBA NORMA DE CARÁCTER GENERAL QUE ESTABLECE UN NUEVO CANAL DE COMUNICACIÓN ENTRE LOS FISCALIZADOS Y LA COMISIÓN.,https://www.cmfchile.cl/normativa/ncg_516_2024.pdf
2024_2352,2024-06-11,Otro,,"EJECUTA ACUERDO DEL CONSEJO DE LA COMISIÓN PARA EL MERCADO FINANCIERO QUE APRUEBA LA EMISIÓN DE LA CIRCULAR QUE MODIFICA CIRCULAR N° 1815, QUE ESTABLECE NORMAS PARA EL ENVÍO DE INFORMACIÓN SOBRE PÓLIZAS DE RENTA VITALICIA PREVISIONAL DEL D.L. Nº 3.500 DE 1980.",https://www.cmfchile.cl/normativa/cir_2352_2024.pdf
2024_0513,2024-06-10,Modificación NCG,MODIFICA LA NORMA DE CARÁCTER GENERAL N°426 QUE ESTABLECE INFRACCIONES SUJETAS A PROCEDIMIENTO SIMPLIFICADO,EJECUTA ACUERDO DEL CONSEJO DE LA COMISIÓN PARA EL MERCADO FINANCIERO QUE APRUEBA NORMATIVA QUE MODIFICA LA NORMA DE CARÁCTER GENERAL N°426,https://www.cmfchile.cl/normativa/ncg_513_2024.pdf
2024_0511,2024-05-24,Modificación NCG,,"EJECUTA ACUERDO DEL CONSEJO DE LA COMISIÓN PARA EL MERCADO FINANCIERO QUE APRUEBA LA EMISIÓN DE LA NORMA QUE MODIFICA LA NORMA DE CARÁCTER GENERAL N°306 QUE IMPARTE INSTRUCCIONES SOBRE CONSTITUCIÓN DE RESERVAS TÉCNICAS EN SEGUROS DISTINTOS DE LOS SEGUROS PREVISIONALES DEL DL N° 3.500, DE 1980.",https://www.cmfchile.cl/normativa/ncg_511_2024.pdf
2024_0510,2024-05-08,Modificación NCG,"IMPARTE INSTRUCCIONES SOBRE GESTIÓN DE RIESGO OPERACIONAL. DEROGA CIRCULARES N° 1.939 y 2.020, Y LA NORMA DE CARÁCTER GENERAL N° 256. MODIFICA LA NORMA DE CARÁCTER GENERAL N° 480","EJECUTA ACUERDO DEL CONSEJO DE LA COMISIÓN PARA EL MERCADO FINANCIERO QUE APRUEBA NORMATIVA QUE IMPARTE INSTRUCCIONES SOBRE GESTIÓN DE RIESGO OPERACIONAL PARA ADMINISTRADORAS GENERALES DE FONDOS, BOLSAS DE VALORES, BOLSAS DE PRODUCTOS, SOCIEDADES ADMINISTRADORAS DE SISTEMAS DE COMPENSACIÓN Y LIQUIDACIÓN DE INSTRUMENTOS FINANCIEROS Y EMPRESAS DE DEPÓSITO Y CUSTODIA DE VALORES. DEROGA CIRCULARES N°1.939 y 2.020 Y LA NORMA DE CARÁCTER GENERAL N°256. MODIFICA LA NORMA DE CARÁCTER GENERAL N°480.",https://www.cmfchile.cl/normativa/ncg_510_2024.pdf
2024_0509,2024-05-08,Otro,,EJECUTA ACUERDO DEL CONSEJO DE LA COMISIÓN PARA EL MERCADO FINANCIERO QUE APRUEBA NORMATIVA QUE IMPARTE INSTRUCCIONES SOBRE GOBIERNO CORPORATIVO Y GESTIÓN DE RIESGOS PARA EMPRESAS DE DEPÓSITO Y CUSTODIA DE VALORES Y SOCIEDADES ADMINISTRADORAS DE SISTEMAS DE COMPENSACIÓN Y LIQUIDACIÓN DE INSTRUMENTOS FINANCIEROS.,https://www.cmfchile.cl/normativa/ncg_509_2024.pdf
2024_0508,2024-05-08,Modificación NCG,IMPARTE INSTRUCCIONES SOBRE GOBIERNO CORPORATIVO Y GESTIÓN INTEGRAL DE RIESGOS PARA BOLSAS DE VALORES Y BOLSAS DE PRODUCTOS. MODIFICA NORMA DE CARÁCTER GENERAL N°480,EJECUTA ACUERDO DEL CONSEJO DE LA COMISIÓN PARA EL MERCADO FINANCIERO QUE APRUEBA NORMATIVA QUE IMPARTE INSTRUCCIONES SOBRE GOBIERNO CORPORATIVO Y GESTIÓN DE RIESGOS PARA BOLSAS DE VALORES Y BOLSAS DE PRODUCTOS Y MODIFICA LA NORMA DE CARÁCTER GENERAL N°480.,https://www.cmfchile.cl/normativa/ncg_508_2024.pdf
2024_0507,2024-05-08,Otro,,"EJECUTA ACUERDO DEL CONSEJO DE LA COMISIÓN PARA EL MERCADO FINANCIERO QUE APRUEBA NORMATIVA QUE IMPARTE INSTRUCCIONES SOBRE GOBIERNO CORPORATIVO Y GESTIÓN DE RIESGOS PARA ADMINISTRADORAS GENERALES DE FONDOS, Y DEROGA LA CIRCULAR N°1.869 DE 2008.",https://www.cmfchile.cl/normativa/ncg_507_2024.pdf
2024_2345,2024-02-26,Otro,,EJECUTA ACUERDO DEL CONSEJO DE LA COMISIÓN PARA EL MERCADO FINANCIERO QUE APRUEBA CIRCULAR QUE INCORPORA NUEVO ARCHIVO NORMATIVO DE CUENTAS CON PROVISION DE FONDOS Y TARJETAS ASOCIADAS Y MODIFICA OTRAS NORMAS QUE SE INDICAN.,https://www.cmfchile.cl/normativa/cir_2345_2024.pdf
2024_0506,2024-02-16,Modificación NCG,,EJECUTA ACUERDO DEL CONSEJO DE LA COMISIÓN PARA EL MERCADO FINANCIERO QUE APRUEBA LA EMISIÓN DE LA NORMA QUE MODIFICA LA NORMA DE CARÁCTER GENERAL N°325 QUE     IMPARTE INSTRUCCIONES SOBRE SISTEMA DE GESTIÓN DE RIESGOS DE LAS ASEGURADORAS Y EVALUACIÓN DE SOLVENCIA DE LAS COMPAÑÍAS POR PARTE DE LA COMISIÓN.,https://www.cmfchile.cl/normativa/ncg_506_2024.pdf
2024_0505,2024-02-12,Otro,,EJECUTA ACUERDO DEL CONSEJO DE LA COMISIÓN PARA EL MERCADO FINANCIERO QUE APRUEBA NORMA DE CARÁCTER GENERAL QUE REGULA INFORMACIÓN SOBRE GRUPOS EMPRESARIALES.,https://www.cmfchile.cl/normativa/ncg_505_2024.pdf
2024_0501,2024-01-08,Otro,,EJECUTA ACUERDO DEL CONSEJO DE LA COMISIÓN PARA EL MERCADO FINANCIERO QUE APRUEBA NORMA DE CARÁCTER GENERAL QUE ESTABLECE LAS MENCIONES MÍNIMAS DE LAS POLÍTICAS DE OPERACIONES HABITUALES Y REGULA LA DIFUSIÓN PÚBLICA DE LAS OPERACIONES CON PARTES RELACIONADAS QUE HUBIEREN SIDO REALIZADAS.,https://www.cmfchile.cl/normativa/ncg_501_2024.pdf
