clave,fecha,tipo_acuerdo,tema,descripcion_cmf,url
2024_0506,2024-02-16,Modificación NCG,,EJECUTA ACUERDO DEL CONSEJO DE LA COMISIÓN PARA EL MERCADO FINANCIERO QUE APRUEBA LA EMISIÓN DE LA NORMA QUE MODIFICA LA NORMA DE CARÁCTER GENERAL N°325 QUE     IMPARTE INSTRUCCIONES SOBRE SISTEMA DE GESTIÓN DE RIESGOS DE LAS ASEGURADORAS Y EVALUACIÓN DE SOLVENCIA DE LAS COMPAÑÍAS POR PARTE DE LA COMISIÓN.,https://www.cmfchile.cl/normativa/ncg_506_2024.pdf
2023_0496,2023-03-01,Otro,,"EJECUTA ACUERDO DEL CONSEJO DE LA COMISIÓN PARA EL MERCADO FINANCIERO QUE APRUEBA LA EMISIÓN DE LA NORMA DE CARÁCTER GENERAL QUE MODIFICA LA NCG N°318, QUE IMPARTE INSTRUCCIONES SOBRE APLICACIÓN DE NORMAS IFRS EN LA CONSTITUCIÓN DE RESERVAS TÉCNICAS DE LOS SEGUROS DE RENTA VITALICIA Y DE INVALIDEZ Y SOBREVIVENCIA, DEL D.L. N°3.500 DE 1980, Y LA CIRCULAR QUE IMPARTE INSTRUCCIONES SOBRE APLICACIÓN DE TABLAS DE MORTALIDAD CB-H-2020 (HOMBRES), MI-H-2020 (HOMBRES), RV-M-2020 (MUJERES), B-M-2020 (MUJERES), Y MI-M-2020 (MUJERES).",https://www.cmfchile.cl/normativa/ncg_496_2023.pdf
2023_2332,2023-01-01,Otro,,"EJECUTA ACUERDO DEL CONSEJO DE LA COMISIÓN PARA EL MERCADO FINANCIERO QUE APRUEBA LA EMISIÓN DE LA NORMA DE CARÁCTER GENERAL QUE MODIFICA LA NCG N°318, QUE IMPARTE INSTRUCCIONES SOBRE APLICACIÓN DE NORMAS IFRS EN LA CONSTITUCIÓN DE RESERVAS TÉCNICAS DE LOS SEGUROS DE RENTA VITALICIA Y DE INVALIDEZ Y SOBREVIVENCIA, DEL D.L. N°3.500 DE 1980, Y LA CIRCULAR QUE IMPARTE INSTRUCCIONES SOBRE APLICACIÓN DE TABLAS DE MORTALIDAD CB-H-2020 (HOMBRES), MI-H-2020 (HOMBRES), RV-M-2020 (MUJERES), B-M-2020 (MUJERES), Y MI-M-2020 (MUJERES).",https://www.cmfchile.cl/normativa/cir_2332_2023.pdf
2022_0479,2022-06-06,Otro,,"EJECUTA ACUERDO DEL CONSEJO DE LA COMISIÓN PARA EL MERCADO FINANCIERO QUE APRUEBA LA EMISIÓN DE LA NORMA DE CARÁCTER GENERAL QUE MODIFICA NORMA DE CARÁCTER GENERAL N° 470, QUE REGULA EL SISTEMA DE CONSULTAS DE SEGUROS DEL ARTÍCULO 12 DEL D.F.L. N° 251, DE 1931 Y LA EXIME DE TRÁMITE DE CONSULTA PÚBLICA.",https://www.cmfchile.cl/normativa/ncg_479_2022.pdf
2022_0478,2022-05-30,Otro,,"EJECUTA ACUERDO DEL CONSEJO DE LA COMISIÓN PARA EL MERCADO FINANCIERO QUE APRUEBA LA EMISIÓN DE LA NORMA DE CARÁCTER GENERAL QUE MODIFICA NORMA DE CARÁCTER GENERAL N° 470, QUE REGULA EL SISTEMA DE CONSULTAS DE SEGUROS DEL ARTÍCULO 12 DEL D.F.L. N° 251, DE 1931 Y LA EXIME DE TRÁMITE DE CONSULTA PÚBLICA.",https://www.cmfchile.cl/normativa/ncg_478_2022.pdf
2022_0471,2022-04-13,Otro,,EJECUTA ACUERDO DEL CONSEJO DE LA COMISIÓN PARA EL MERCADO FINANCIERO QUE APRUEBA NORMA DE CARÁCTER GENERAL QUE REGULA LA INSCRIPCIÓN EN EL REGISTRO DE AGENTES DE VENTAS DE SEGUROS Y EN EL REGISTRO DE AGENTES DE VENTAS DE RENTAS VITALICIAS.,https://www.cmfchile.cl/normativa/ncg_471_2022.pdf
2022_0470,2022-04-08,Otro,,"EJECUTA ACUERDO DEL CONSEJO DE LA COMISIÓN PARA EL MERCADO FINANCIERO QUE APRUEBA LA EMISIÓN DE LA NORMA DE CARÁCTER GENERAL QUE REGULA EL SISTEMA DE CONSULTAS DE SEGUROS DEL ARTÍCULO 12 DEL D.F.L. N° 251, DE 1931. DEROGA NORMA DE CARACTER GENERAL N°342.",https://www.cmfchile.cl/normativa/ncg_470_2022.pdf
2022_2309,2022-03-28,Otro,,"EJECUTA ACUERDO DEL CONSEJO DE LA COMISIÓN PARA EL MERCADO FINANCIERO QUE APRUEBA LA EMISIÓN DE LA CIRCULAR QUE MODIFICA CIRCULAR N° 1815, QUE ESTABLECE NORMAS PARA EL ENVÍO DE INFORMACIÓN SOBRE PÓLIZAS DE RENTA VITALICIA PREVISIONAL DEL D.L. Nº 3.500 DE 1980.",https://www.cmfchile.cl/normativa/cir_2309_2022.pdf
2022_2308,2022-03-28,Otro,,"EJECUTA ACUERDO DEL CONSEJO DE LA COMISIÓN PARA EL MERCADO FINANCIERO QUE APRUEBA LA EMISIÓN DE CIRCULAR QUE MODIFICA CIRCULAR N° 1194, QUE ESTABLECE NORMAS PARA EL ENVIO DE INFORMACION DE SEGUROS PREVISIONALES E INDICES DE COBERTURA DEL SISTEMA DE CALCE.",https://www.cmfchile.cl/normativa/cir_2308_2022.pdf
2022_0464,2022-01-31,Modificación NCG,,"EJECUTA ACUERDO DEL CONSEJO DE LA COMISIÓN PARA EL MERCADO FINANCIERO QUE APRUEBA LA EMISIÓN DE NORMA DE CARÁCTER GENERAL QUE MODIFICA LA NORMA DE CARÁCTER GENERAL N° 460, QUE DETERMINA LOS SEGUROS QUE SE PUEDEN CONTRATAR DE ACUERDO A LO SEÑALADO EN EL ARTÍCULO 538 BIS DEL CÓDIGO DE COMERCIO; Y QUE EXCEPTÚA DE TRÁMITES ESTABLECIDOS EN EL ARTÍCULO 20 N°3 DEL DECRETO LEY N°3.538 Y EN EL ARTICULO 37 BIS DE LA LEY N°19.880.",https://www.cmfchile.cl/normativa/ncg_464_2022.pdf
2022_0469,2022-01-01,Otro,,"EJECUTA ACUERDO DEL CONSEJO DE LA COMISIÓN PARA EL MERCADO FINANCIERO QUE APRUEBA LA EMISIÓN DE LA NORMA DE CARÁCTER GENERAL QUE REGULA LA CONTRATACIÓN INDIVIDUAL Y COLECTIVA DE SEGUROS ASOCIADOS A CRÉDITOS HIPOTECARIOS DEL ARTÍCULO 40 DEL D.F.L. N° 251, LAS CONDICIONES MÍNIMAS QUE DEBERÁN CONTEMPLAR LAS BASES DE LICITACIÓN DE ÉSTOS Y LA INFORMACIÓN QUE SE DEBERÁ ENTREGAR A LOS OFERENTES, DEUDORES ASEGURADOS Y COMISIÓN PARA EL MERCADO FINANCIERO. DEROGA NORMA DE CARÁCTER GENERAL N° 330, CIRCULAR N°3.530 BANCOS (CIRCULAR N° 147 DE COOPERATIVAS Y LA CIRCULAR N° 62 DE FILIALES), CARTA CIRCULAR N°2 DEL 2012 BANCOS, (CARTA CIRCULAR N°1 COOPERATIVAS DEL 2012) Y CIRCULAR 3.537 BANCOS (CIRCULAR N° 149 COOPERATIVAS Y CIRCULAR N° 63 FILIALES).",https://www.cmfchile.cl/normativa/ncg_469_2022.pdf
2021_2299,2021-11-05,Otro,,"EJECUTA ACUERDO DEL CONSEJO DE LA COMISIÓN PARA EL MERCADO FINANCIERO QUE APRUEBA LA EMISIÓN DE CIRCULAR QUE MODIFICA CIRCULAR N° 2137, QUE IMPARTE NORMAS SOBRE FORMA Y CONTENIDO DE LOS ESTADOS FINANCIEROS DE CORREDORES DE SEGUROS QUE NO SEAN PERSONAS NATURALES Y DE CIRCULAR QUE MODIFICA CIRCULAR N° 1652, QUE ESTABLECE FICHA ESTADISTICA CODIFICADA UNIFORME PARA INFORMAR PRODUCCION INTERMEDIADA POR LOS CORREDORES DE SEGUROS (PERSONAS NATURALES).",https://www.cmfchile.cl/normativa/cir_2299_2021.pdf
2021_2298,2021-11-05,Otro,,"EJECUTA ACUERDO DEL CONSEJO DE LA COMISIÓN PARA EL MERCADO FINANCIERO QUE APRUEBA LA EMISIÓN DE CIRCULAR QUE MODIFICA CIRCULAR N° 2137, QUE IMPARTE NORMAS SOBRE FORMA Y CONTENIDO DE LOS ESTADOS FINANCIEROS DE CORREDORES DE SEGUROS QUE NO SEAN PERSONAS NATURALES Y DE CIRCULAR QUE MODIFICA CIRCULAR N° 1652, QUE ESTABLECE FICHA ESTADISTICA CODIFICADA UNIFORME PARA INFORMAR PRODUCCION INTERMEDIADA POR LOS CORREDORES DE SEGUROS (PERSONAS NATURALES).",https://www.cmfchile.cl/normativa/cir_2298_2021.pdf
2021_2287,2021-03-01,Otro,,"EJECUTA ACUERDO DEL CONSEJO DE LA COMISIÓN PARA EL MERCADO FINANCIERO QUE APRUEBA LA EMISIÓN DE LA CIRCULAR QUE MODIFICA LA CIRCULAR N° 1893, QUE IMPARTE INSTRUCCIONES SOBRE PÓLIZAS DE SEGUROS COMO PLANES DE AHORRO PREVISIONAL VOLUNTARIO Y PLANES DE   AHORRO PREVISIONAL VOLUNTARIO COLECTIVO.",https://www.cmfchile.cl/normativa/cir_2287_2021.pdf
2020_0449,2020-09-14,Otro,,"EJECUTA ACUERDO DEL CONSEJO DE LA COMISIÓN PARA EL MERCADO FINANCIERO QUE APRUEBA MODIFICACIONES A LA NORMA DE CARÁCTER GENERAL N° 446 QUE MODIFICÓ LA NORMA DE CARÁCTER GENERAL N°318 QUE IMPARTE INSTRUCCIONES SOBRE APLICACIÓN DE NORMAS IFRS EN LA CONSTITUCIÓN DE RESERVAS TÉCNICAS DE LOS SEGUROS DE RENTA VITALICIA Y DE INVALIDEZ Y SOBREVIVENCIA, DEL D.L. N°3.500 DE 1980.",https://www.cmfchile.cl/normativa/ncg_449_2020.pdf
2020_0448,2020-09-14,Otro,,"EJECUTA ACUERDO DEL CONSEJO DE LA COMISIÓN PARA EL MERCADO FINANCIERO QUE APRUEBA MODIFICACIONES A LA NORMA DE CARÁCTER GENERAL N° 445 QUE MODIFICÓ LA NORMA DE CARÁCTER GENERAL N°209 QUE IMPARTE INSTRUCCIONES RELATIVAS AL ANÁLISIS DE SUFICIENCIA DE ACTIVOS EN ENTIDADES ASEGURADORAS Y REASEGURADORAS DEL SEGUNDO GRUPO, QUE MANTENGAN OBLIGACIONES VIGENTES DE SEGUROS DE RENTA VITALICIA DEL D.L. N° 3500 DE 1980, Y QUE EXCEPTÚA DE TRÁMITES ESTABLECIDOS EN EL ARTÍCULO 20 N°3 DEL DECRETO LEY N°3.538.",https://www.cmfchile.cl/normativa/ncg_448_2020.pdf
2020_0446,2020-08-28,Otro,,"EJECUTA ACUERDO DEL CONSEJO DE LA COMISIÓN PARA EL MERCADO FINANCIERO QUE APRUEBA MODIFICACIONES A LA NORMA DE CARÁCTER GENERAL N° 209 QUE IMPARTE INSTRUCCIONES RELATIVAS AL ANÁLISIS DE SUFICIENCIA DE ACTIVOS EN ENTIDADES ASEGURADORAS Y REASEGURADORAS DEL SEGUNDO GRUPO, QUE MANTENGAN OBLIGACIONES VIGENTES DE SEGUROS DE RENTA VITALICIA DEL D.L. N° 3500 DE 1980, Y A LA NORMA DE CARÁCTER GENERAL N° 318 QUE IMPARTE INSTRUCCIONES SOBRE APLICACIÓN DE NORMAS IFRS EN LA CONSTITUCIÓN DE RESERVAS TÉCNICAS DE LOS SEGUROS DE RENTA VITALICIA Y DE INVALIDEZ Y SOBREVIVENCIA, DEL D.L. N°3.500 DE 1980.",https://www.cmfchile.cl/normativa/ncg_446_2020.pdf
2020_0445,2020-08-28,Otro,,"EJECUTA ACUERDO DEL CONSEJO DE LA COMISIÓN PARA EL MERCADO FINANCIERO QUE APRUEBA MODIFICACIONES A LA NORMA DE CARÁCTER GENERAL N° 209 QUE IMPARTE INSTRUCCIONES RELATIVAS AL ANÁLISIS DE SUFICIENCIA DE ACTIVOS EN ENTIDADES ASEGURADORAS Y REASEGURADORAS DEL SEGUNDO GRUPO, QUE MANTENGAN OBLIGACIONES VIGENTES DE SEGUROS DE RENTA VITALICIA DEL D.L. N° 3500 DE 1980, Y A LA NORMA DE CARÁCTER GENERAL N° 318 QUE IMPARTE INSTRUCCIONES SOBRE APLICACIÓN DE NORMAS IFRS EN LA CONSTITUCIÓN DE RESERVAS TÉCNICAS DE LOS SEGUROS DE RENTA VITALICIA Y DE INVALIDEZ Y SOBREVIVENCIA, DEL D.L. N°3.500 DE 1980.",https://www.cmfchile.cl/normativa/ncg_445_2020.pdf
2020_0444,2020-06-19,Modificación NCG,,EJECUTA ACUERDO DEL CONSEJO DE LA COMISIÓN PARA EL MERCADO FINANCIERO QUE APRUEBA LA EMISION DE NORMA QUE MODIFICA LA NORMA DE CARÁCTER GENERAL N°234 QUE ESTABLECE NORMAS PARA LA CONTRATACIÓN DEL SEGURO DE INVALIDEZ Y SOBREVIVENCIA; Y QUE EXCEPTÚA DE TRÁMITES ESTABLECIDOS EN EL ARTÍCULO 20 N°3 DEL DECRETO LEY N°3.538.,https://www.cmfchile.cl/normativa/ncg_444_2020.pdf
2020_2259,2020-06-08,Otro,,"EJECUTA ACUERDO DEL CONSEJO DE LA COMISIÓN PARA EL MERCADO FINANCIERO QUE APRUEBA LA EMISIÓN DE LA CIRCULAR QUE IMPARTE NORMAS SOBRE PRESENTACIÓN EN ESTADOS FINANCIEROS DEL APORTE ENTREGADO A LOS CUERPOS DE BOMBEROS POR PARTE DE ASEGURADORAS Y MUTUALIDADES. DEROGA CIRCULAR N°1829, DE 2007.",https://www.cmfchile.cl/normativa/cir_2259_2020.pdf
2020_0442,2020-06-05,Modificación NCG,,EJECUTA ACUERDO DEL CONSEJO DE LA COMISIÓN PARA EL MERCADO FINANCIERO QUE APRUEBA LA EMISION DE NORMA QUE MODIFICA LA NORMA DE CARÁCTER GENERAL N°243 QUE ESTABLECE INSTRUCCIONES RELATIVAS A LA CONSTITUCION DE RESERVAS TECNICAS EN EL SEGURO DE INVALIDEZ Y SOBREVIVENCIA DEL D.L. N° 3.500 DE 1980; Y QUE EXCEPTÚA DE TRÁMITES ESTABLECIDOS EN EL ARTÍCULO 20 N°3 DEL DECRETO LEY N°3.538.,https://www.cmfchile.cl/normativa/ncg_442_2020.pdf
2020_0441,2020-05-13,Modificación NCG,,EJECUTA ACUERDO DEL CONSEJO DE LA COMISIÓN PARA EL MERCADO FINANCIERO QUE APRUEBA LA EMISION DE NORMA QUE MODIFICA LA NORMA DE CARÁCTER GENERAL N°234 QUE ESTABLECE NORMAS PARA LA CONTRATACIÓN DEL SEGURO DE INVALIDEZ Y SOBREVIVENCIA; Y QUE EXCEPTÚA DE TRÁMITES ESTABLECIDOS EN EL ARTÍCULO 20 N°3 DEL DECRETO LEY N°3.538.,https://www.cmfchile.cl/normativa/ncg_441_2020.pdf
2020_0440,2020-05-13,Modificación NCG,,EJECUTA ACUERDO DEL CONSEJO DE LA COMISIÓN PARA EL MERCADO FINANCIERO QUE APRUEBA LA EMISION DE NORMA QUE MODIFICA LA NORMA DE CARÁCTER GENERAL N°243 QUE ESTABLECE INSTRUCCIONES RELATIVAS A LA CONSTITUCION DE RESERVAS TECNICAS EN EL SEGURO DE INVALIDEZ Y SOBREVIVENCIA DEL D.L. N° 3.500 DE 1980; Y QUE EXCEPTÚA DE TRÁMITES ESTABLECIDOS EN EL ARTÍCULO 20 N°3 DEL DECRETO LEY N°3.538.,https://www.cmfchile.cl/normativa/ncg_440_2020.pdf
2019_2240,2019-01-01,Otro,,"EJECUTA ACUERDO DEL CONSEJO DE LA COMISIÓN PARA EL MERCADO FINANCIERO QUE APRUEBA LA NORMA QUE MODIFICA LA CIRCULAR N° 2.236, QUE REQUIERE INFORMACIÓN A LAS COMPAÑÍAS DE SEGUROS GENERALES RESPECTO DE TIEMPOS DE REPARACIÓN DE VEHÍCULOS MOTORIZADOS CON PERDIDA PARCIAL.",https://www.cmfchile.cl/normativa/cir_2240_2019.pdf
2019_0433,2019-01-01,Otro,,"EJECUTA ACUERDO DEL CONSEJO DE LA COMISIÓN PARA EL MERCADO FINANCIERO QUE APRUEBA MODIFICACIONES A LA NORMA DE CARÁCTER GENERAL N° 209 QUE IMPARTE INSTRUCCIONES RELATIVAS AL ANÁLISIS DE SUFICIENCIA DE ACTIVOS EN ENTIDADES ASEGURADORAS Y REASEGURADORAS DEL SEGUNDO GRUPO, QUE MANTENGAN OBLIGACIONES VIGENTES DE SEGUROS DE RENTA VITALICIA DEL D.L. N° 3500 DE 1980.",https://www.cmfchile.cl/normativa/ncg_433_2019.pdf
2018_2234,2018-01-01,Otro,,"MODIFICA CIRCULAR N°2121 DE OCTUBRE DE 2013, QUE IMPARTE NORMAS SOBRE EL SEGURO OBLIGATORIO DE ACCIDENTES PERSONALES CAUSADOS POR VEHICULOS MOTORIZADOS CON MATRÍCULA EXTRANJERA DEL ARTÍCULO 60 DE LA LEY N°18.290, Y ESTABLECE FORMATO Y CONTENDO DEL CERTIFICADO DEL SEGURO.",https://www.cmfchile.cl/normativa/cir_2234_2018.pdf
2017_2226,2017-01-01,Otro,,"MODIFICA CIRCULAR N°2022, DE 17 DE MAYO DE 2011, QUE IMPARTE NORMAS SOBRE FORMA, CONTENIDO Y PRESENTACION DE LOS ESTADOS FINANCIEROS DE LAS ENTIDADES ASEGURADORAS Y REASEGURADORAS.",https://www.cmfchile.cl/normativa/cir_2226_2017.pdf
2017_0414,2017-01-01,Otro,,"IMPARTE INSTRUCCIONES SOBRE EL SISTEMA DE CONSULTAS Y OFERTAS DE MONTOS DE PENSION ESTABLECIDO POR EL ARTÍCULO 61 BIS DEL D.L. N° 3.500, DE 1980.    MODIFICA LA NORMA DE CARACTER GENERAL N° 218 DE LA SUPERINTENDENCIA DE VALORES Y SEGUROS Y EL TÍTULO II DEL LIBRO III DEL COMPENDIO DE NORMAS DE LA SUPERINTENDENCIA DE PENSIONES.",https://www.cmfchile.cl/normativa/ncg_414_2017.pdf
2016_2217,2016-01-01,Otro,,"MODIFICA CIRCULAR 1459, QUE IMPARTE NORMAS SOBRE CERTIFICADO SEGURO OBLIGATORIO LEY N° 18490. DEROGA OFICIO CIRCULAR N° 508 DE 2009.",https://www.cmfchile.cl/normativa/cir_2217_2016.pdf
2016_2216,2016-01-01,Otro,,"IMPARTE INSTRUCCIONES SOBRE IMPLEMENTACION IFRS. MODIFICA CIRCULAR N° 2022, DE 17 DE MAYO DE 2011, QUE IMPARTE NORMAS SOBRE FORMA, CONTENIDO Y PRESENTACION DE LOS ESTADOS FINANCIEROS DE LAS ENTIDADES ASEGURADORAS Y REASEGURADORAS.",https://www.cmfchile.cl/normativa/cir_2216_2016.pdf
2016_2208,2016-01-01,Otro,,"MODIFICA CIRCULAR N° 1194, QUE ESTABLECE NORMAS PARA EL ENVIO DE INFORMACION DE SEGUROS PREVISIONALES E INDICES DE COBERTURA DEL SISTEMA DE CALCE EN MEDIOS MAGNETICOS",https://www.cmfchile.cl/normativa/cir_2208_2016.pdf
2016_2195,2016-01-01,Otro,,MODIFICA CIRCULAR N° 1459 DE DICIEMBRE DE 1999 QUE IMPARTE NORMAS SOBRE CERTIFICADO SEGURO OBLIGATORIO LEY N° 18.490,https://www.cmfchile.cl/normativa/cir_2195_2016.pdf
2016_0413,2016-01-01,Otro,,"MODIFICA NCG 306, QUE IMPARTE INSTRUCCIONES SOBRE CONSTITUCIÓN DE RESERVAS TECNICAS EN SEGUROS DISTINTOS DE LOS PREVISIONALES DEL D.L. 3500 DE 1980",https://www.cmfchile.cl/normativa/ncg_413_2016.pdf
2016_0406,2016-01-01,Otro,,"MODIFICA NCG N° 306, QUE IMPARTE INSTRUCCIONES SOBRE CONSTITUCION DE RESERVAS TECNICAS EN SEGUROS DISTINTOS DE LOS PREVISIONALES DEL D.L. N° 3.500, DE 1980.",https://www.cmfchile.cl/normativa/ncg_406_2016.pdf
2016_0405,2016-01-01,Otro,,"MODIFICA NCG N° 318, QUE IMPARTE INSTRUCCIONES SOBRE APLICACION DE NORMAS IFRS EN LA CONSTITUCION DE RESERVAS TECNICAS DE LOS SEGUROS DE RENTA VITALICIA Y DE INVALIDEZ Y SOBREVIVENCIA, DEL D.L. N° 3.500 DE 1980.",https://www.cmfchile.cl/normativa/ncg_405_2016.pdf
2016_0404,2016-01-01,Otro,,"MODIFICA NCG 306, QUE IMPARTE INSTRUCCIONES SOBRE CONSTITUCION DE RESERVAS TECNICAS EN SEGUROS DISTINTOS DE LOS PREVISIONALES DEL D.L. N° 3500, DE 1980.",https://www.cmfchile.cl/normativa/ncg_404_2016.pdf
2015_2185,2015-01-01,Otro,,MODIFICA CIRCULAR N° 2095 QUE ESTABLECE NORMAS PARA EL ENVIO DE INFORMACION DE SEGUROS DE INVALIDEZ Y SOBREVIVENCIA.,https://www.cmfchile.cl/normativa/cir_2185_2015.pdf
2015_2184,2015-01-01,Otro,,MODIFICA CIRCULAR N° 1194 QUE ESTABLECE NORMAS PARA EL ENVIO DE INFORMACION DE SEGUROS PREVISIONALES E INDICES DE COBERTURA DEL SISTEMA DE CALCE EN MEDIOS MAGNETICOS.,https://www.cmfchile.cl/normativa/cir_2184_2015.pdf
2015_2183,2015-01-01,Otro,,MODIFICA CIRCULAR N° 2180 QUE IMPARTE INSTRUCCIONES SOBRE COMERCIALIZACION DE SEGUROS CON CUENTA UNICA DE INVERSION (CUI),https://www.cmfchile.cl/normativa/cir_2183_2015.pdf
2015_2180,2015-01-01,Otro,,IMPARTE INSTRUCCIONES SOBRE COMERCIALIZACION DE SEGUROS CON CUENTA UNICA DE INVERSION (CUI),https://www.cmfchile.cl/normativa/cir_2180_2015.pdf
