clave,fecha,tipo_acuerdo,tema,descripcion_cmf,url
2020_0443,2020-06-15,Modificación NCG,EXIME TEMPORALMENTE DE LA PRESENTACIÓN DE CIERTOS DOCUMENTOS EN LAS SOLICITUDES DE INSCRIPCIÓN DE VALORES DE OFERTA PÚBLICA Y MODIFICA LA NORMA DE CARÁCTER GENERAL N°30,EJECUTA ACUERDO DEL CONSEJO DE LA COMISIÓN PARA EL MERCADO FINANCIERO QUE APRUEBA NORMA DE CARÁCTER GENERAL QUE EXIME TEMPORALMENTE DE LA PRESENTACIÓN DE CIERTOS DOCUMENTOS EN LAS SOLICITUDES DE INSCRIPCIÓN DE VALORES DE OFERTA PÚBLICA Y MODIFICA LA NORMA DE CARÁCTER GENERAL N°30.,https://www.cmfchile.cl/normativa/ncg_443_2020.pdf
2019_0432,2019-01-01,Otro,,"EJECUTA ACUERDO DEL CONSEJO DE LA COMISIÓN PARA EL MERCADO FINANCIERO QUE APRUEBA NORMA DE CARÁCTER GENERAL QUE AUTORIZA BIENES, DOCUMENTOS Y CONTRATOS SUSCEPTIBLES DE SER DEPOSITADOS EN LAS ENTIDADES DE DEPÓSITO Y CUSTODIA DE VALORES.",https://www.cmfchile.cl/normativa/ncg_432_2019.pdf
2017_2232,2017-01-01,Otro,,"GARANTIA ESTATAL POR PENSION MINIMA PARA PENSIONADOS ACOGIDOS A LA MODALIDAD DE RENTA VITALICIA Y BENEFICIOS SOLIDARIOS. MODIFICA LAS CIRCULARES N°1828 Y 1928, AMBAS, DE LA SUPERINTENDENCIA DE VALORES Y SEGUROS; Y LAS LETRAS K DEL TITULO V Y A DEL TITULO VI, AMBAS, DEL LIBRO III DEL COMPENDIO DE NORMAS DEL SISTEMA DE PENSIONES.",https://www.cmfchile.cl/normativa/cir_2232_2017.pdf
2017_0414,2017-01-01,Otro,,"IMPARTE INSTRUCCIONES SOBRE EL SISTEMA DE CONSULTAS Y OFERTAS DE MONTOS DE PENSION ESTABLECIDO POR EL ARTÍCULO 61 BIS DEL D.L. N° 3.500, DE 1980.    MODIFICA LA NORMA DE CARACTER GENERAL N° 218 DE LA SUPERINTENDENCIA DE VALORES Y SEGUROS Y EL TÍTULO II DEL LIBRO III DEL COMPENDIO DE NORMAS DE LA SUPERINTENDENCIA DE PENSIONES.",https://www.cmfchile.cl/normativa/ncg_414_2017.pdf
2016_2213,2016-01-01,Otro,,"MODIFICA LAS LETRAS A Y B DEL TITULO XVI DEL LIBRO III DEL COMPENDIO DE NORMAS DEL SISTEMA DE PENSIONES, LAS CIRCULARES N°S. 2775 Y 2868 DE LA SUPERINTENDENCIA DE SEGURIDAD SOCIAL Y LAS CIRCULARES N°S. 2045 Y 2084 DE LA SUPERINTENDENCIA DE VALORES Y SEGUROS",https://www.cmfchile.cl/normativa/cir_2213_2016.pdf
2016_2196,2016-01-01,Otro,,"MODIFICA LAS LETRAS A Y B DEL TITULO XVI DEL LIBRO III DEL COMPENDIO DE NORMAS DEL SISTEMA DE PENSIONES, LAS CIRCULARES N° 2775 Y 2868 DE LA SUPERINTENDENCIA DE SEGURIDAD SOCIAL Y LAS CIRCULARES N° 2045 Y 2084 DE LA SUPERINTENDENCIA DE VALORES Y SEGUROS.",https://www.cmfchile.cl/normativa/cir_2196_2016.pdf
2014_0366,2014-01-01,Otro,,"IMPARTE INSTRUCCIONES SOBRE LA NEGOCIACION DE VALORES EXTRANJEROS EN CHILE. 
DEROGA NORMA DE CARACTER GENERAL Nº 240 DE 2009 Y CIRCULAR Nº 1.768 DE 2005.",https://www.cmfchile.cl/normativa/ncg_366_2014.pdf
2013_0354,2013-01-01,Otro,,IMPARTE INSTRUCCIONES SOBRE EL SISTEMA DE CONSULTAS Y OFERTAS DE MONTOS DE PENSION ESTABLECIDO POR EL ARTICULO 61 BIS DEL D.L. N° 3.500 DE 1980.  MODIFICA LA NORMA DE CARACTER GENERAL N° 348 DE LA SUPERINTENDENCIA DE VALORES Y SEGUROS Y LA NORMA DE CARACTER GENERAL N° 89 DE LA SUPERINTENDENCIA DE PENSIONES DE 3 DE JULIO DE 2013,https://www.cmfchile.cl/normativa/ncg_354_2013.pdf
2013_0352,2013-01-01,Otro,,"ESTABLECE NORMAS PARA LA OFERTA PUBLICA DE VALORES EXTRANJEROS EN CHILE.
DEROGA NORMAS DE CARACTER GENERAL N° 88 DE 1999, N° 217 DE 2008 Y N° 241 DE 2009",https://www.cmfchile.cl/normativa/ncg_352_2013.pdf
2012_0339,2012-01-01,Otro,,"IMPARTE INSTRUCCIONES SOBRE EL SISTEMA DE CONSULTAS Y OFERTAS DE MONTOS DE PENSION ESTABLECIDO POR EL ARTICULO 61 BIS DEL D.L. N° 3.500, DE 1980.  MODIFICA LA NORMA DE CARACTER GENERAL N° 335 DE LA SUPERINTENDENCIA DE VALORES Y SEGUROS Y LA NORMA DE CARACTER GENERAL N° 43 DE LA SUPERINTENDENCIA DE PENSIONES, DE 7 DE MAYO DE 2012",https://www.cmfchile.cl/normativa/ncg_339_2012.pdf
2012_0335,2012-01-01,Otro,,"IMPARTE INSTRUCCIONES SOBRE EL SISTEMA DE CONSULTAS Y OFERTAS DE MONTOS DE PENSION ESTABLECIDO POR EL ART. 61 BIS DEL D.L. N° 3.500, DE 1980.  MODIFICA NCG N° 218, DE LA SUPERINTENDENCIA DE VALORES Y SEGUROS Y EL TITULO II DEL LIBRO III DEL COMPENDIO DE NORMAS DE LA SUPERINTENDENCIA DE PENSIONES.  DEROGA LOS OFICIOS ORDINARIOS N° 5.280, 21.878, 14.757, 8.465 Y 11.551 DE LA SUPERINTENDENCIA DE VALORES Y SEGUROS; Y LOS OFICIOS ORDINARIOS N°  12.032, 31.923,  25.094, 18.075 Y 9.559 DE LA SUPERNINTE",https://www.cmfchile.cl/normativa/ncg_335_2012.pdf
2011_2054,2011-01-01,Otro,,IMPARTE INSTRUCCIONES SOBRE CONTROL INTERNO Y GESTION DE RIESGOS PARA INTERMEDIARIOS DE VALORES,https://www.cmfchile.cl/normativa/cir_2054_2011.pdf
2011_2038,2011-01-01,Otro,,"AUTORIZA VALORES PARA SER CONSIDERADOS ELEGIBLES PARA EFECTOS DE LO DISPUESTO EN ARTICULO 13 N°2 DEL D.L. 1328, DE 1976. DEROGA CIRCULAR N°1818, DE 2006.",https://www.cmfchile.cl/normativa/cir_2038_2011.pdf
2011_0304,2011-01-01,Otro,,"1.- ESTABLECE PROCEDIMIENTO DE INSCRIPCION DE TITULOS DE DEUDA EMITIDOS POR ESTADOS EXTRANJEROS, ORGANIZACIONES INTERNACIONALES O SUPRANACIONALES Y ENTIDADES EXTRANJERAS, EN EL REGISTRO DE VALORES, LA OFERTA PUBLICA DE LOS MISMOS EN CHILE, SU DIFUSION, COLOCACION Y OBLIGACIONES DE INFORMACION.
2.- DEROGA NORMA DE CARACTER GENERAL N° 193 DE 2006 Y SUS MODIFICACIONES",https://www.cmfchile.cl/normativa/ncg_304_2011.pdf
2011_0303,2011-01-01,Otro,,"NORMA APLICABLE A LAS EMISIONES DE TITULOS DE DEUDA DE SECURITIZACION, A SU INSCRIPCION EN EL REGISTRO DE VALORES, A LA DIFUSION Y PUBLICIDAD DE DICHAS EMISIONES Y A SU INFORMACION CONTINUA.  DEROGA NORMA DE CARACTER GENERAL N° 214, DE 2008",https://www.cmfchile.cl/normativa/ncg_303_2011.pdf
2010_1992,2010-01-01,Otro,,ESTABLECE MODELO DE PRESENTACION DE ESTADOS FINANCIEROS DE ACUERDO A IFRS PARA LOS INTERMEDIARIOS DE VALORES.   DEROGA CIRCULAR N°579 DE 31.12.1985,https://www.cmfchile.cl/normativa/cir_1992_2010.pdf
2009_1947,2009-01-01,Otro,,"1.-ESTABLECE NORMAS DE INSCRIPCION DE CUOTAS DE FONDOS DE INVERSION EN EL REGISTRO DE VALORES, SU DIFUSION, COLOCACION Y OBLIGACIONES DE INFORMACION.
2.- DEROGA CIRCULAR N° 935 DE 1990",https://www.cmfchile.cl/normativa/cir_1947_2009.pdf
2009_1931,2009-01-01,Otro,,COMPLEMENTA CIRCULAR N° 1.924 DE 24 DE ABRIL DE 2009 QUE IMPARTE NORMAS SOBRE PRESENTACION DE INFORMACION FINANCIERA PREPARADA BAJO IFRS DE LAS SOCIEDADES INSCRITAS EN EL REGISTRO DE VALORES,https://www.cmfchile.cl/normativa/cir_1931_2009.pdf
2009_1928,2009-01-01,Otro,,OBLIGACIONES DE LAS COMPAÑIAS DE SEGUROS DE VIDA RESPECTO DEL SISTEMA DE PENSIONES SOLIDARIAS Y LA BONIFICACION POR HIJO PARA LAS MUJERES.  DEROGA CIRCULAR N° 1512 DE LA SUPERINTEDENCIA DE PENSIONES Y CIRCULAR N° 1882 DE LA SUPERINTEDENCIA DE VALORES Y SEGUROS,https://www.cmfchile.cl/normativa/cir_1928_2009.pdf
2009_1924,2009-01-01,Otro,,IMPARTE NORMAS SOBRE PRESENTACION DE INFORMACION FINANCIERA PREPARADA BAJO IFRS DE LAS SOCIEDADES INSCRITAS EN EL REGISTRO DE VALORES,https://www.cmfchile.cl/normativa/cir_1924_2009.pdf
2009_0498,2009-01-01,Otro,,IMPARTE NORMAS SOBRE INFORMACION ADICIONAL QUE DEBERAN ENTREGAR LAS ENTIDADES INSCRITAS EN EL REGISTRO DE VALORES  QUE ADOPTEN IFRS.,https://www.cmfchile.cl/normativa/ofc_498_2009.pdf
2009_0270,2009-01-01,Otro,,"ESTABLECE NORMAS PARA LA PUBLICIDAD DE POLITICAS Y PROCEDIMIENTOS RELATIVOS A LA ADQUISICION O ENAJENACION DE VALORES DE LA ENTIDAD Y AL MANEJO Y DIVULGACION DE INFORMACION PARA EL MERCADO.
DEROGA NORMA DE CARACTER GENERAL N° 211 DE 2008",https://www.cmfchile.cl/normativa/ncg_270_2009.pdf
2009_0241,2009-01-01,Otro,,"ESTABLECE NORMAS PARA LA INSCRIPCION DE TITULOS EMITIDOS POR VEHICULOS DE INVERSION COLECTIVA Y CUOTAS DE FONDOS DE INVERSION REGIDOS POR LA LEY 18.815, EN EL REGISTRO DE VALORES EXTRANJEROS.  SU OFERTA PUBLICA, DIFUSION Y COLOCACION EN CHILE Y OBLIGACIONES DE INFORMACION.  DEROGA NCG N° 87 Y SUS MODIFICACIONES",https://www.cmfchile.cl/normativa/ncg_241_2009.pdf
2009_0240,2009-01-01,Otro,,IMPARTE INSTRUCCIONES SOBRE LA OFERTA PUBLICA DE VALORES EXTRANJEROS EN BOLSAS DE VALORES Y FUERA DE ELLAS.  DEROGA NCG N° 83 Y SUS MODIFICACIONES,https://www.cmfchile.cl/normativa/ncg_240_2009.pdf
2009_0235,2009-01-01,Otro,,IMPARTE NORMAS SOBRE CUSTODIA DE VALORES PARA LAS ADMINISTRADORAS DE FONDOS QUE SE INDICA,https://www.cmfchile.cl/normativa/ncg_235_2009.pdf
2008_1862,2008-01-01,Otro,,DEFINE ALCANCE Y ESTABLECE REQUISITOS A LOS INTERMEDIARIOS DE VALORES PARA EL EJERCICIO DE LA ACTIVIDAD DE ADMINISTRACION DE CARTERA DE TERCEROS.  DEROGA CIRCULAR N° 619 DE FECHA 29.05.1986,https://www.cmfchile.cl/normativa/cir_1862_2008.pdf
2008_0218,2008-01-01,Otro,,"IMPARTE INSTRUCCIONES SOBRE SISTEMA DE CONSULTAS Y OFERTAS DE MONTOS DE PENSION ESTABLECIDO POR EL ARTICULO 61 BIS DEL D.L. N° 3.500, DE 1980.  DEROGA NORMA DE CARACTER GENERAL N° 162 DE LA SUPERINTENDENCIA DE VALORES Y SEGUROS Y CIRCULAR N° 1291 DE LA EX SUPERINTENDENCIA DE ADMINISTRADORAS DE FONDOS DE PENSIONES",https://www.cmfchile.cl/normativa/ncg_218_2008.pdf
2007_1828,2007-01-01,Otro,,"GARANTIA ESTATAL POR PENSION MINIMA PARA PENSIONADOS ACOGIDOS A LA MODALIDAD DE RENTA VITALICIA.   NORMAS PARA SU REQUERIMIENTO.  DEROGA CIRCULAR N°1008 DE LA SUPERINTENDENCIA DE VALORES Y SEGUROS, CIRCULAR N° 679 DE LA SUPERINTENDENCIA DE ADMINISTRADORAS DE FONDOS DE PENSIONES Y CIRCULAR S/N° DE LA TESORERIA GENERAL DE LA REPUBLICA",https://www.cmfchile.cl/normativa/cir_1828_2007.pdf
2006_0192,2006-01-01,Otro,,"IMPARTE INSTRUCCIONES SOBRE SISTEMA DE CONSULTAS Y OFERTAS DE MONTOS DE PENSION ESTABLECIDO POR EL ARTICULO 61 BIS DEL D.L. N° 3.500, DE 1980.  MODIFICA CIRCULAR 1291 DE LA SUPERINTENDENCIA DE ADMINISTRADORAS DE FONDOS DE PENSIONES, Y NCG 162, DE LA SUPERINTENDENCIA DE VALORES Y SEGUROS",https://www.cmfchile.cl/normativa/ncg_192_2006.pdf
2005_0187,2005-01-01,Otro,,ESTABLECE REQUISITOS PARA LA REALIZACION DE OPERACIONES DE VENTA CORTA Y PRESTAMO DE VALORES POR CUENTA DE FONDOS DE INVERSION.   DEROGA NORMA DE CARACTER GENERAL N° 109 DE 22.01.01,https://www.cmfchile.cl/normativa/ncg_187_2005.pdf
2005_0181,2005-01-01,Otro,,IMPARTE INSTRUCCIONES RELATIVAS A DISPOSICIONES CONTENIDAD EN LA LETRA H) DEL ARTICULO 162 DE LA LEY N° 18.045 DE MERCADO DE VALORES,https://www.cmfchile.cl/normativa/ncg_181_2005.pdf
2004_1720,2004-01-01,Otro,,IMPARTE INSTRUCCIONES RELATIVAS AL ENVIO DE INFORMACION SOBRE INSTRUMENTOS DE TERCEROS MANTENIDOS EN CUSTODIA POR PARTE DE LOS INTERMEDIARIOS DE VALORES Y SOBRE LOS INSTRUMENTOS DE SU CARTERA PROPIA,https://www.cmfchile.cl/normativa/cir_1720_2004.pdf
2003_1696,2003-01-01,Otro,,INFORMES FINANCIEROS PARA LA INVERSION DE LOS FONDOS DE PENSIONES EN VALORES DE OFERTA PUBLICA DE SOCIEDADES ANONIMAS. DEROGA CIRCULAR N° 1632 DE 28 DE NOVIEMBRE DE 2002,https://www.cmfchile.cl/normativa/cir_1696_2003.pdf
2001_0118,2001-01-01,Otro,,"ESTABLECE NORMAS PARA LA INSCRIPCION EN EL REGISTRO DE VALORES, DE SOCIEDADES ANONIMAS Y SUS ACCIONES, QUE SERAN TRANSADAS EN LOS MERCADOS PARA EMPRESAS EMERGENTES QUE REGULEN LAS BOLSAS DE VALORES, ASIMISMO, NORMAS DE DIFUSION, COLOCACION Y OBLIGACIONES DE INFORMACION CONTINUA",https://www.cmfchile.cl/normativa/ncg_118_2001.pdf
2000_6589,2000-01-01,Otro,,"IMPARTE INSTRUCCIONES RELATIVAS A LA PUBLICIDAD O PROMOCION QUE REALICEN INTERMEDIARIOS DE VALORES DE LOS SERVICIOS SOBRE VALORES EXTRANJEROS AUTORIZADOS POR CIRCULARES QUE SE INDICAN.
(NOTA: LAS CIRCULARES REFERIDAS SON LAS Nº 1046, DE 1991, Y Nº 1493, DE 2000)",https://www.cmfchile.cl/normativa/ofc_6589_2000.pdf
2000_1501,2000-01-01,Otro,,"IMPARTE NORMAS SOBRE FORMA Y CONTENIDO DE LOS ESTADOS FINANCIEROS DE LAS SOCIEDADES INSCRITAS EN EL REGISTRO DE VALORES. DEROGA CIRCULAR Nº 239 DE 1982.
(NOTA: ENTRA EN VIGENCIA Y DEROGA CIRCULAR QUE INDICA A PARTIR DE LOS ESTADOS FINANCIEROS AL 31 DE DICIEMBRE DE 2000)",https://www.cmfchile.cl/normativa/cir_1501_2000.pdf
1999_0083,1999-01-01,Otro,,IMPARTE INSTRUCCIONES SOBRE LA OFERTA PUBLICA DE VALORES EXTRANJEROS EN LAS BOLSAS DE VALORES (BV Y CB),https://www.cmfchile.cl/normativa/ncg_83_1999.pdf
1994_1177,1994-01-01,Otro,,IMPARTE INSTRUCCIONES SOBRE CONFECCION DEL REGISTRO ESPECIAL DE VALORES DE TERCEROS A NOMBRE DE INTERMEDIARIOS DE VALORES O DE BOLSAS DE VALORES (IV Y BV),https://www.cmfchile.cl/normativa/cir_1177_1994.pdf
1986_0660,1986-01-01,Otro,,"IMPARTE INSTRUCCIONES SOBRE FORMA Y CONTENIDO DE INFORMACION RELATIVA AL REPARTO DE DIVIDENDOS, REPARTO DE CAPITAL, CANJE DE ACCIONES Y EMISION DE ACCIONES LIBERADAS DE PAGO. INSTRUYE SOBRE PLAZO Y CONTENIDO DE PUBLICACIONES RELATIVAS A DICHAS MATERIAS (SAF  SALVO SACS, SACR, SACIV Y SACEVOP QUE NO TENGAN SUS ACCIONES EMITIDAS INSCRITAS EN BOLSAS DE VALORES)",https://www.cmfchile.cl/normativa/cir_660_1986.pdf
1985_0514,1985-01-01,Otro,,"ESTABLECE NORMAS PARA LOS INTERMEDIARIOS SOBRE VALORIZACION DE INVERSIONES EN VALORES MOBILIARIOS, COMPROMISOS DE COMPRA, VENTAS CON COMPROMISO DE RETROCOMPRA, COMPROMISOS DE VENTA Y COMPRAS CON COMPROMISO DE RETROVENTA (IV)",https://www.cmfchile.cl/normativa/cir_514_1985.pdf
1982_0239,1982-01-01,Otro,,IMPARTE NORMAS SOBRE FORMA Y CONTENIDO DE LOS ESTADOS FINANCIEROS DE LAS SOCIEDADES INSCRITAS EN EL REGISTRO DE VALORES (SIRV SALVO ES)),https://www.cmfchile.cl/normativa/cir_239_1982.pdf
